title,content,source,originallink,official_label,label_reason
"BTS 정국, 욕설 라방 언급 “잘못이라 생각 안 해, 고소 알 바 아냐” (...","확산되며 논란이 됐다. 일부 팬들은 정국의 솔직한 모습이라며 옹호했지만, 다른 한편에서는 공인으로서 부적절한 언행이라는 비판도 제기됐다. 여러 플랫폼에서 재확산되면서 팬덤 내부에서도 다양한 의견이 이어졌다....",sports.donga.com,https://sports.donga.com/ent/article/all/20260408/133697758/1,0,비공식 쿼리 기반: sports.donga.com
"""폴더블 아이폰, 예정대로 9월 출시…가격 300만원""","애플의 첫 폴더블 아이폰 출시가 지연될 수 있다는 전망이 제기된 가운데, 당초 일정대로 오는 9월 공개될 것이라는 관측이 나왔다. 블룸버그 통신은 8일(현지시간) 소식통을 인용해 폴더블 아이폰이 아이폰18 프로...",zdnet.co.kr,https://zdnet.co.kr/view/?no=20260409081402,0,비공식 쿼리 기반: zdnet.co.kr
[단독] 국방부 이어 해경까지 227억 '미지급'…'줄줄 새는' 연말 예산,이에 따라 기획재정부의 자금 배정 과정에 문제가 있었던 것 아니냐는 지적이 제기된다.자료에 나온 '해경... 이와 관련 해경은 23일 본지 보도와 관련해 '해경 예산 미집행 보도 관련 사실을 알려드립니다'라는...,www.asiatoday.co.kr,https://www.asiatoday.co.kr/view.php?key=20260122010010671,1,공식 쿼리 기반: www.asiatoday.co.kr
호르무즈 통행료 체계 굳어지나…美·이란 '공동징수' 가능성 [이상은의...,"해당 관계자에 따르면 이란은 징수한 통행료를 전후 재건 비용으로 사용할 계획이며, 오만의 사용 목적은... 아울러 해협 통제를 지속하고 핵 농축을 미국이 수용하기로 했다고 주장했다. 미국은 이런 주장이 ‘가짜뉴스’...",www.hankyung.com,https://www.hankyung.com/article/202604087772i,0,비공식 쿼리 기반: www.hankyung.com
"""파업시 10조 손실""... 삼성전자 노조 거부로 임금 협상 결렬, 주가 하락...","이후 지난 4일 삼성전자는 사내 공지를 통해 ""회사는 임직원들의 처우 개선을 위해 다양한 방안을... 삼성전자 직원의 평균 연봉은 약 1억 5000만 원으로 직장인 평균(2024년 국세청 분석 기준 약 4500만 원)의 3.3배...",www.insight.co.kr,https://www.insight.co.kr/news/545351,1,공식 쿼리 기반: www.insight.co.kr
요란한 봄비…남부 곳곳에 “최대 5cm 우박”,"기상청은 오늘 광주와 대구에서는 최대 1.2cm 크기 우박이 공식 관측됐다고 밝혔습니다. [김수현/기상청 예보관 : ""상층에 찬 공기가 내려오는 가운데 하층에서는 따뜻하고 습한 공기가 유입되면서 낮 동안 대기 불안정이...",news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8528310&ref=A,1,공식 쿼리 기반: news.kbs.co.kr
[단독] BTS 특수 기대 이하?...CU 광화문점 매출 목표치 미달,"실제 BGF리테일 관계자와 편의점통합카페 등 소식통에 따르면, 세종대로, 새문안로 등 광화문 상권에 위치한 CU 3개점의 일매출은 980만~1500만원에 달했다. 이는 전주 같은 요일 대비 319~418% 증가한 수치다. 단, 이는...",www.mk.co.kr,https://www.mk.co.kr/article/11995984,0,비공식 쿼리 기반: www.mk.co.kr
"""울산 학성공원 물길 복원 사업, 생활·역사 중심으로 전환해야""",손명희 울산시의원이 7일 울산시의회 프레스센터에서 학성공원 물길 복원 사업에 대한 정책 제안 기자회견을 하고 있다. 사진제공=울산시의회 울산시의회 손명희 의원이 최근 울산 정치권에서 찬반논란이 일고 있는...,www.ujeil.com,http://www.ujeil.com/news/articleView.html?idxno=383839,0,비공식 쿼리 기반: www.ujeil.com
"[기획] ‘XR·메타버스’, 한국 디지털 경제 도약의 국가 전략","특히 정부는 지난달 25일, 과학기술정보통신부·산업통상부·중소벤처기업부가 합동으로 ‘2026년도 주요 AX... 이번에 발표된 ‘2026년도 주요 AX 사업 통합공고’는 총 11개 사업으로 구성되며, XR·메타버스 산업의...",www.m-economynews.com,https://www.m-economynews.com/news/article.html?no=66256,1,공식 쿼리 기반: www.m-economynews.com
"진영승 합참의장, 35개국 중동상황 논의","프랑스 국방부는 이날 오후 보도자료에서 파비앵 망동 합참의장 주관으로 각국 합참의장 간 화상회의를 열었다고 밝혔다. 국방부는 ""이번 회의는 이 전략적 지역의 해상 항해 안전에 기여하기 위한 공동 노력에 동참하고자...",view.asiae.co.kr,https://view.asiae.co.kr/article/2026032709301853772,1,공식 쿼리 기반: view.asiae.co.kr
[제약업계 소식] 4월 1일,"임핀지는 2026년 3월 23일 식품의약품안전처로부터 절제가능한 위 또는 위식도 접합부 선암 환자의... 입지를 공고히 하고 있다. 로게인폼만의 독자적 기술로 기존 액제 대비 전신 흡수율은 절반으로 낮추고, 모낭...",www.doctorstimes.com,http://www.doctorstimes.com/news/articleView.html?idxno=237410,1,공식 쿼리 기반: www.doctorstimes.com
"“삼성전자만 다가 아냐” 경이로운 깜짝 실적, 삼성전자 뒤이을 ‘어닝...","중동 전쟁에 대한 우려는 여전히 크지만, 시장 전망치를 크게 웃도는 깜짝 실적이 발표되면서 투자 심리를 자극했다. 삼성전자는 연결 기준 올해 1분기 영업이익이 57조2000억원으로 지난해 동기보다 755% 증가한 것으로...",biz.heraldcorp.com,https://biz.heraldcorp.com/article/10712694?ref=naver,1,공식 쿼리 기반: biz.heraldcorp.com
"[기획] 이 대통령, 부동산 이슈 연일 거론…지방선거 변수 되나","이 자리에서 국세청과 금융감독원은 사업자 대출을 받아 고가 아파트 등을 구입하는 등 대출금 부당유용... 언론에 공지하기도 했다. ◆ 국민의힘 ""非강남 집값 뛰고 월세 폭등…정부, 주거 사다리 끊어"" 2일 장동혁...",www.sisafocus.co.kr,http://www.sisafocus.co.kr/news/articleView.html?idxno=357889,1,공식 쿼리 기반: www.sisafocus.co.kr
"[단독] S-PASS 특허 출원 대만인, 삼천당과 계약 중개→내부자거래 유죄",8일 서울경제신문이 단독 입수한 판결문에 따르면 허 대표는 2020년 대만 법원으로부터 증권거래법상... 것으로 알려졌다. 하지만 그는 동시에 2018년 7~9월 영신바이오메디컬 주식 609주를 사적으로 매입하고 계약 발표...,www.sedaily.com,https://www.sedaily.com/article/20030151?ref=naver,0,비공식 쿼리 기반: www.sedaily.com
"[지자체 이슈] 전북특별자치도, '에너지 다드림 봉사단' 출범… 취약계...","올해로 15회째를 맞은 이번 행사는 국토교통부가 주최하고 전북특별자치도가 주관했으며, 혁신도시 이전... 올해 행사는 국가직무능력표준(NCS) 기반 채용 전략 강의와 함께 기존의 일방향적인 사례 발표에서 벗어나...",www.queen.co.kr,http://www.queen.co.kr/news/articleView.html?idxno=454705,1,공식 쿼리 기반: www.queen.co.kr
[현장] 여전히 물음표..촉법소년 연령 하향,"제언이 나왔다. 국회 성평등가족위원회 소속 이주희 더불어민주당 의원실 등은 8일 오전 서울 여의도... 한다고 주장했다. 그는 ""촉법소년의 범죄가 흉포화됐기 때문에 연령을 하향해야 한다는 주장에 대해서는 면밀한...",www.00news.co.kr,http://www.00news.co.kr/news/articleView.html?idxno=103121,0,비공식 쿼리 기반: www.00news.co.kr
"삼천당제약, 불성실공시법인 지정 예고…주가하락","지난달 6일 삼천당제약이 관련 내용을 보도자료로만 배포하고 공시를 적절히 하지 않았다고 판단한 것이다.... 이어 ""거래소에 단일 제품에 대한 설명""임을 충분히 소명했으며, 기업의 펀더멘털과는 전혀 무관한...",www.cstimes.com,https://www.cstimes.com/news/articleView.html?idxno=700395,1,공식 쿼리 기반: www.cstimes.com
산단 근로자도 ‘천원의 아침밥’ 먹는다…29곳서 90만식 지원,농림축산식품부가 올해 ‘산단 근로자 천원의 아침밥’ 시범사업을 통해 총 90만식을 지원할 계획이라고... 참여를 원하는 기업은 농림수산식품교육문화정보원 누리집의 공고문을 참고해 응모할 수 있다. 변상문...,www.nongmin.com,https://www.nongmin.com/article/20260402500185,1,공식 쿼리 기반: www.nongmin.com
"김종혁 ""추미애, 경기도의회와 매일 싸울까 걱정""[한판승부]","*아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다.... ◆ 김남국> 네, 그래서 대통령의 주장에 공감은 하지만 그럼에도 불구하고 아침에 어르신들이 사실 생계...",www.nocutnews.co.kr,https://www.nocutnews.co.kr/news/6495168?utm_source=naver&utm_medium=article&utm_campaign=20260402073038,0,비공식 쿼리 기반: www.nocutnews.co.kr
"“영화 300억 중 200억이 비자금?”… ‘클라이맥스’ 오정세, 주지훈 앞...",실체를 폭로하며 전세를 역전시키려는 긴박한 모습이 담겼다. 특히 300억 규모의 영화 프로젝트가 사실은 대선 비자금을 만들기 위한 ‘돈 세탁용’이었다는 충격적인 사실이 밝혀졌다. 사진캡처|ENA ◇ “200억은 대선용”...,www.sportsseoul.com,https://www.sportsseoul.com/news/read/1600553?ref=naver,0,비공식 쿼리 기반: www.sportsseoul.com
"이휘재, 눈물의 복귀 제동 걸리나..쌍둥이까지 루머 '몸살'[Oh!쎈 이슈]","음반을 낸 적 있었던 연예인을 섭외해 진행된 특집 출연자로, 일단 일회성 출연이다. 이휘재의 출연을 두고 여러 가지 의견이 엇갈렸던 가운데, 지난 21일 오후에 방송된 ‘불후의 명곡’을 통해 예고편이 공개돼 큰...",www.osen.co.kr,http://www.osen.co.kr/article/G1112766112,0,비공식 쿼리 기반: www.osen.co.kr
"RF머트리얼즈, 유상증자 결정…보통주 50만주 발행",전자부품 제조업체 RF머트리얼즈(327260)가 4월 8일 유상증자를 결정했다. 이번 유상증자는 주주배정후... 공정거래위원회 신고대상 여부미해당24. 기타 투자판단에 참고할 사항 가. 신주발행가액의 산정 근거...,www.digitaltoday.co.kr,https://www.digitaltoday.co.kr/news/articleView.html?idxno=655047,1,공식 쿼리 기반: www.digitaltoday.co.kr
광주 군공항 예비 이전후보지에 무안군 선정…전남·광주 “환영”,전남도는 국방부 발표에 대해 낸 보도자료에서 “이번 예비 이전 후보지 선정은 국방부와 전남도·광주시·무안군이 오랜 소통과 협의를 거쳐 함께 이뤄낸 결과”라며 환영한다고 밝혔다. 광주시도 “적극 환영한다”며...,www.hani.co.kr,https://www.hani.co.kr/arti/area/honam/1252345.html,1,공식 쿼리 기반: www.hani.co.kr
"김영배 서울시교육감 예비후보, ""10년을 배워도 못 쓰는 영어, 이제는 끝...","교육부와 통계청이 발표한 2024년 초중고 사교육비 조사에 따르면, 전체 사교육비는 약 29조 2천억 원, 사교육 참여율은 80.0%, 학생 1인당 월평균 사교육비는 47만 4천 원으로 나타났다. 공교육이 영어를 비롯한 핵심 과목에서...",www.eroun.net,https://www.eroun.net/news/articleView.html?idxno=77008,1,공식 쿼리 기반: www.eroun.net
[중복상장 디코드] ④팰리서의 '졌잘싸' 주주제안…LG의 방어전략은?,㈜LG는 LG화학 지분 34.95%를 보유해 LG 단독으로 안건 통과를 원천 봉쇄할 수 있는 거부권이 있다. 실질적인... 실제 일반 주주 70% 이상이 팰리서 안건을 지지한 것으로 알려졌다. 표결에서 LG 측 손을 들어준 국민연금에도...,www.smarttoday.co.kr,https://www.smarttoday.co.kr/ko-kr/articles/106303,0,비공식 쿼리 기반: www.smarttoday.co.kr
"서민석, 그간 공개한 '박상용 통화 녹취' 검찰에 증거 제출",통화 맥락이 삭제된 '찌라시 녹취'라는 주장이다. 정치권과 법조계 일각에서도 전체 맥락을 알 수 있도록 녹취 전체본을 공개해야 맥락을 둘러싼 왜곡·조작 논란이 해소된다는 지적이 나온 바 있다. 서 변호사는 이날...,www.yna.co.kr,https://www.yna.co.kr/view/AKR20260406047200004?input=1195m,1,공식 도메인 확정: www.yna.co.kr
"더페이지갤러리, 화랑미술제 최비오 단독 부스 선보여",한국 중견 화랑 더페이지갤러리는 4월 8일 개막하는 '2026 화랑미술제'에서 최비오(Vio Choe) 작가 단독... 테파프 마스트리히트는 엄격한 심사를 통해 참가 갤러리와 작품을 선정하는 국제 아트페어로 알려져 있다....,www.newspim.com,https://www.newspim.com/news/view/20260406000938,0,비공식 쿼리 기반: www.newspim.com
"""환급금 조회하세요""…연말정산 시즌 국세청 사칭 피싱 주의보","국세청 발신자 주소(@nts.go.kr, @hometax.go.kr)가 아닌 사용자가 보낸 링크나 첨부파일을 클릭하지 말라고도 공지했다. 국세청은 ""국세청 발신 메일은 아이디와 패스워드 등 계정정보를 요구하지 않는다""며 ""의심스러운...",www.news1.kr,https://www.news1.kr/it-science/security-hacking/6080990,1,공식 쿼리 기반: www.news1.kr
"""도둑 잡았더니 해고""…영국 뒤집은 슈퍼마켓 논란","김혜경 기자, 장서연 인턴기자 = 영국의 한 슈퍼마켓에서 절도범을 제압한 직원을 해고한 사건이 정치권으로까지 확산되며 논란이 일고 있다. 지난 6일(현지 시간) 영국 데일리메일에 따르면 영국 슈퍼마켓 체인...",www.newsis.com,https://www.newsis.com/view/NISX20260407_0003581391,0,비공식 쿼리 기반: www.newsis.com
"사직서 낸 '충주맨' 응원 글 속 연관검색어 '김선태 개XX'…""열폭 추해""","최근 직장인 커뮤니티 블라인드에 '전 충주시 공무원입니다'란 제목의 글이 올라왔다. 작성자는 ""제가... 자고로 자기보다 잘 나가거나 튀는 못은 절대 용납 못하는 곳이 공직이다""라며 내부 분위기를 폭로한 글이...",sports.hankooki.com,https://sports.hankooki.com/news/articleView.html?idxno=6925516,0,비공식 쿼리 기반: sports.hankooki.com
"현대차·기아, 1분기 美 판매 43만대 '역대 최다'…""HEV·SUV가 이끌었다...",현대자동차와 기아가 나란히 올해 1·4분기 미국 시장에서 역대 최다 판매 기록을 다시 썼다. 3월달의... 기아는 이와 함께 2027년형 올뉴 기아 EV3가 북미 시장에 공식 데뷔한다고 발표했다. 플래그십 전기 SUV...,www.fnnews.com,http://www.fnnews.com/news/202604021057413764,1,공식 쿼리 기반: www.fnnews.com
문경온천 둘러싼 25년 갈등…전·현직 문경시장 관계 급변에 다시 쏠린...,이에 감사원이 2013년 문경시 온천지구 운영 실태에 대한 감사를 실시했다. 감사 결과 기능성 문경온천은 2006년 재개장 이후 매년 적자를 기록했고 민간 온천장 역시 입욕객 감소로 수십억 원대 적자를 본 것으로...,www.kukinews.com,https://www.kukinews.com/article/view/kuk202604070007,1,공식 쿼리 기반: www.kukinews.com
금융지주 순이익 27조…몸집 키웠지만 건전성 '경고등',"9일 금융감독원이 발표한 '2025년 금융지주회사 경영실적(잠정)'에 따르면 2025년 말 기준 10개 금융지주회사의 연결총자산은 4067조4000억원으로 전년 말보다 312조7000억원, 8.3% 늘었다. 같은 기간 연결당기순이익은...",www.ebn.co.kr,https://www.ebn.co.kr/news/articleView.html?idxno=1704837,1,공식 쿼리 기반: www.ebn.co.kr
"원유 숨통 트일까…정부, '최고가격제·차량 부제' 카드 고심","만큼 정책 결정이 쉽지 않은 상황""이라고 설명했다. 산업부 측은 ""최고가격제 발표와 관련해 종합적으로 검토 중""이라고 밝혔다. 공공부문을 대상으로 차량 부제를 시행 중인 기후에너지환경부도 상황을 예의주시하고...",www.nocutnews.co.kr,https://www.nocutnews.co.kr/news/6499140?utm_source=naver&utm_medium=article&utm_campaign=20260409062703,1,공식 쿼리 기반: www.nocutnews.co.kr
"코스피, 美·이란 2주 휴전에 6.87% 상승한 마감-21만전자·100만닉스 탈...","시총 상위 기업 중 삼성전자는 전날 사상 최대 실적 영향과 중동전쟁 휴전 소식에 전장보다 7.12% 급등한... 삼성바이오로직스(0.76%), 두산에너빌리티(6.64%), 기아(5.57%) 등도 일제히 상승했다. 다만 전날 실적 발표...",www.techholic.co.kr,http://www.techholic.co.kr/news/articleView.html?idxno=220719,1,공식 쿼리 기반: www.techholic.co.kr
‘2030년 전기차·수소차 40%’⋯ 친환경차 전환 ‘보조금’에 달렸다,"기후에너지환경부(기후부)가 2030년까지 전기·수소차 비중을 40% 이상으로 높이겠다고 밝힌 가운데, 전기차... 해외 사례를 보더라도 한국자동차모빌리티산업협회(KAMA)가 발표한 ‘2026년 주요국 전기차 보조금 정책 변화...",www.viva100.com,https://www.viva100.com/article/20260407500821,1,공식 쿼리 기반: www.viva100.com
"예결위, 2일차 추경 종합정책질의…與 '시급' 野 '매표' 공방",국회 예산결산특별위원회(예결위)는 8일 추가경정예산(추경)안에 대한 2일 차 종합정책질의를 진행한다.... 소위를 통과한 최종안을 전체회의에서 의결할 예정이다. 최종안은 같은 날 예정된 본회의에서 통과될 전망이다.,www.news1.kr,https://www.news1.kr/politics/assembly/6128493,1,공식 쿼리 기반: www.news1.kr
"[AI의료]GC메디아이, EMR 연동 AI 상담 챗봇 '바로바로' 출시 外 딥노이...","이번 출시는 지난 3월 KIMES 2026에서 발표한 AI 기반 Medical OS 전략을 실제 서비스로 구현한 첫 사례로, 병의원... 딥노이드가 과학기술정보통신부의 '첨단 GPU 활용 지원 사업'에 선정되어 멀티모달 기반 의료 AI...",www.getnews.co.kr,https://www.getnews.co.kr/news/articleView.html?idxno=867291,1,공식 쿼리 기반: www.getnews.co.kr
'유전자'에 갈린 생명줄···자궁내막암 환자 절반 '수천만원' 약값 폭...,한국의 경우 건강보험심사평가원(심평원)의 공고에 따르면 자궁내막암 1차 치료 시 파클리탁셀과... 신약이 식품의약품안전처(식약처) 허가를 받더라도 급여권에 진입하려면 심평원의 임상적 유용성·경제성 평가...,www.womaneconomy.co.kr,https://www.womaneconomy.co.kr/news/articleView.html?idxno=252204,1,공식 쿼리 기반: www.womaneconomy.co.kr
"""다시 보고 싶지 않다""…'200억 뱉어낸' 차은우, 잘못 인정에도 싸늘한...","지난해 차은우는 모친이 설립한 법인을 통한 탈세 의혹이 제기됐고, 이로 인해 국세청으로부터 약 200억원의 과징금이 추징됐다. 이는 국내 연예인 개인에게 부과된 추징액 중 역대 최대 액수로 알려졌다. 당시 소속사...",www.xportsnews.com,https://www.xportsnews.com/article/2134288,0,비공식 쿼리 기반: www.xportsnews.com
"삼천당제약 전인석 대표, '고점매각' 논란에 불록딜 철회 ""2335억 세금 부...","전 대표는 ""사실과 다른 루머로 개인의 재무 행위가 회사의 지난 10년 성과를 훼손하는 상황이 발생했다""며... 가능성을 확인한 뒤 계약이 이뤄졌다고 설명했다. 그는 특히 계약에 포함된 '바인딩 조항'의 의미를...",www.bosa.co.kr,https://www.bosa.co.kr/news/articleView.html?idxno=3002511,0,비공식 쿼리 기반: www.bosa.co.kr
"[테크M 트렌드] 은행권, 원화 스테이블코인 경쟁 본격화...유통 주도권 ...","이론적으로는 여러 컨소시엄이 인가를 받을 수 있고 발행사도 복수가 될 수 있다. 결국 판을 가르는 건 발행권이 아니라는 게 업계의 대체적 분석이다. 금융권의 한 관계자는 ""초기에는 대규모 이용자를 보유한...",www.techm.kr,https://www.techm.kr/news/articleView.html?idxno=150895,0,비공식 쿼리 기반: www.techm.kr
"'한강 아이유♥' 남창희, 장인어른 반대 있었다…""유튜브 활동으로 극복...","가는 연예인’이 자신의 추구미라고 밝힌다. 한때 최고의 MC가 되고 싶다는 꿈을 가졌지만, 지금은 무엇보다 ‘생존이 목표’라고 밝혀 현실적인 고백으로 공감을 자아낸다. 남창희는 초호화 결혼식 루머에 대해서도 직접...",www.mydaily.co.kr,https://www.mydaily.co.kr/page/view/2026031714071211016,0,비공식 쿼리 기반: www.mydaily.co.kr
‘중동 리스크 직격’ 건설사 긴급 금융지원,"간담회에는 김 총리, 김윤덕 국토교통부 장관, 이억원 금융위원장과 주택도시보증공사(HUG)와 대한건설협회... 한국건설기술연구원이 발표한 2월 건설공사비지수는 133.69(2020년=100)를 기록했다. 이는 2020년 이후 6년 새...",www.seoul.co.kr,https://www.seoul.co.kr/news/economy/2026/04/09/20260409031005?wlog_tag3=naver,1,공식 쿼리 기반: www.seoul.co.kr
"""모텔 여사장과 잤다"" 아내가 불륜 중독...돈 받는 연하남=친아들 '충격...",불륜 중독 아내의 충격적인 이중생활이 폭로됐다. 지난 6일 방송된 채널A '탐정들의 영업비밀'의 '사건 수첩' 코너에서는 홀로 모텔을 운영하는 아내가 바람을 피우는 것 같다는 남성이 의뢰인으로 등장하는 재연극이...,www.mt.co.kr,https://www.mt.co.kr/society/2026/04/07/2026040711340413024,0,비공식 쿼리 기반: www.mt.co.kr
수수료 갈등으로 번진 고유가… 주유업계 '인하' 요구에 카드업계 난색,"8일 금융권과 주유업계에 따르면 한국석유유통산업협회는 앞서 6일 긴급 호소문을 내고 ""유가 수준에 따라... 카드업계 관계자는 ""국민이 체감할 수 있는 실질적인 지원 방안에 나설 것""이라고 말했다.",www.hankookilbo.com,https://www.hankookilbo.com/news/article/A2026040816090001275?did=NA,0,비공식 쿼리 기반: www.hankookilbo.com
"재경부, 국고채 5조 바이백 추진…채권시장 안정화 총력","별도 공고를 통해 안내될 예정이다. 정부는 다음 달 1일 세계국채지수(WGBI) 편입에 맞춰 'WGBI 자금 유입 상시 점검반'도 가동한다. 점검반은 기획재정부를 비롯해 금융위원회, 한국은행, 금융감독원, 한국예탁결제원 등...",view.asiae.co.kr,https://view.asiae.co.kr/article/2026032613101017052,1,공식 쿼리 기반: view.asiae.co.kr
"美슈퍼마이크로 공동창업자 등 3명, 엔비디아 AI서버 中밀반출 혐의로 ...",미국 법무부와 연방검찰은 관련된 회사의 이름을 밝히지 않고 ‘상장기업인 미국 제조업체’라고만 밝혔다. 하지만 캘리포니아주 새너제이에 본사가 있는 슈퍼마이크로는 이날 밤 늦게 보도자료를 내고 입장을...,biz.chosun.com,https://biz.chosun.com/it-science/ict/2026/03/20/KFQ63XN53BDATGMPSZVMDMMKEU/?utm_source=naver&utm_medium=original&utm_campaign=biz,1,공식 쿼리 기반: biz.chosun.com
"국민건강보험공단, 16~30일 청년인턴 820명 모집","6월 12일부터 12월 18일까지 건강보험, 장기요양보험의 분야별 실무를 경험할 수 있는 업무를 맡게 된다. 자세한 사항은 건보공단 누리집(국민소통·참여> 뉴스·소식 > 채용 게시판) 내 채용 공고를 통해 확인할 수 있다.",biz.heraldcorp.com,https://biz.heraldcorp.com/article/10695417?ref=naver,1,공식 쿼리 기반: biz.heraldcorp.com
"문성유 ""축제 음식 가격 사전 등록 등 '바가지' 근절할 것""","기획재정부 기획조정실장이 축제 음식 가격 사전등록제 등으로 제주 관광의 최대 걸림돌인 '축제 바가지 요금'을 근절하겠다고 지난 7일 밝혔다. 문 전 실장은 이날 보도자료를 내고 ""최근 논란이 된 특정 축제의 '제주도...",www.samdailbo.com,http://www.samdailbo.com/news/articleView.html?idxno=260562,1,공식 쿼리 기반: www.samdailbo.com
"[애널픽] ""'실적 고공행진' 두산 저평가 해소...목표가 190만↑""","애널리스트의 분석. 아울러 그는 원자재 가격 상승에 대한 시장 우려가 존재했으나, 반도체 패키징 및 모바일 중심의 판가 인상을 통해 관련 영향을 상당 부분 상쇄했을 것이라고 추정했다. 이에 양 애널리스트는...",theviewers.co.kr,https://theviewers.co.kr/View.aspx?No=4035172,0,비공식 쿼리 기반: theviewers.co.kr
"김영록 후보 ""중단된 장성 국립뇌혈관센터 설립사업 정상화"" 약속","김 후보는 이날 보도자료를 내고 “2024년 기획재정부 예비타당성 조사를 통과했지만 당초 계획과 달리 '국립 심뇌혈관연구소'로 축소돼 설계가 진행 중”이라고 설명하면서 ""규모가 축소되고 예산 불용으로...",www.ajunews.com,https://www.ajunews.com/view/20260327143838033,1,공식 쿼리 기반: www.ajunews.com
